,subject_uuid,lab_name,subject_project,session_date,subject_nickname,sex,subject_birth_date,avg_weight,total_water,watertype,weekend_water_regime
119,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-02-20,KS019,F,2019-04-30,22.549999237060547,0.8999999761581421,Water,restr
120,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-02-21,KS019,F,2019-04-30,22.299999237060547,0.9164999723434448,Water 10% Sucrose,restr
121,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-02-24,KS019,F,2019-04-30,23.600000381469727,0.9210000038146973,Water; Water 10% Sucrose,restr
122,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-02-25,KS019,F,2019-04-30,23.899999618530273,0.9780000150203705,Water; Water 10% Sucrose,restr
123,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-02-26,KS019,F,2019-04-30,24.0,0.949999988079071,Water,restr
124,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-02-27,KS019,F,2019-04-30,23.799999237060547,0.9335000216960907,Water; Water 10% Sucrose,restr
125,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-02-28,KS019,F,2019-04-30,23.799999237060547,0.949999988079071,Water,restr
126,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-03-02,KS019,F,2019-04-30,23.299999237060547,0.9085000157356262,Water; Water 10% Sucrose,restr
127,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-03-03,KS019,F,2019-04-30,23.299999237060547,0.27300000935792923,Water 10% Sucrose,restr
128,00778394-c956-408d-8a6c-ca3b05a611d5,cortexlab,ibl_neuropixel_brainwide_01,2020-03-04,KS019,F,2019-04-30,22.700000762939453,1.1605000048875809,Water; Water 10% Sucrose,restr
