,subject_uuid,lab_name,subject_project,days_to_trained,subject_nickname,sex,subject_birth_date,institution_short,date_trained,weekend_water_regime,mouse,perf_easy,n_trials,rt,threshold,bias,lapse_low,lapse_high,lapse
124,e4064c7b-9783-4999-82f9-f3b116e97cef,churchlandlab,ibl_neuropixel_brainwide_01,44.0,CSHL052,F,2019-08-13,CSHL,2020-01-22,CA,CSHL052,87.21461187214612,485.75,0.4468000000001098,12.087682523081533,4.5699516060924,0.22186267126199805,0.05701576410866706,0.13943921768533254
125,e9cac4f8-effa-462a-8e41-323c58ef86dd,cortexlab,ibl_neuropixel_brainwide_01,48.0,KS002,M,2018-10-30,UCL,2019-06-06,restr,KS002,92.17252396166134,966.3333333333334,0.25305200000002515,15.364205435762734,-9.659680767118296,0.024229843232367508,0.18302409272071613,0.10362696797654182
126,ecba4914-30c3-4a0b-9d65-1ef5d80ca5f2,churchlandlab,ibl_neuropixel_brainwide_01,41.0,CSHL_001,M,2018-11-20,CSHL,2019-04-25,CA,CSHL_001,90.97222222222221,991.3333333333334,0.24279999999998836,18.80340848159411,8.619497771845644,0.19015158122279566,0.04820538410111812,0.11917848266195688
127,ed8918e4-6a37-4b3d-9b4d-daa14eca0c70,churchlandlab,ibl_neuropixel_brainwide_01,15.0,CSHL059,M,2019-10-15,CSHL,2020-02-11,CA,CSHL059,93.82113821138212,796.0,0.33240200000000186,18.729700566630907,10.013587428556429,0.056059491537721606,0.07309749228009664,0.06457849190890913
128,ee1a2b83-ab8d-4b71-8d23-04f7b21b1595,angelakilab,ibl_neuropixel_brainwide_01,23.0,NYU-04,M,2018-12-18,NYU,2019-04-29,CA,NYU-04,96.29629629629629,414.0,0.4777999999998883,15.46387278582458,3.68021202133192,0.04915352077176375,0.05226677238707515,0.050710146579419454
129,f01b97ab-0d2c-4825-b87f-b29f6daf3979,angelakilab,ibl_neuropixel_brainwide_01,57.0,NYU-07,F,2019-02-26,NYU,2019-08-30,CA,NYU-07,89.29336188436831,759.6666666666666,0.6709020000000692,10.491632050591814,1.103761747076598,0.073344065160967,0.178940366697445,0.126142215929206
130,f365dcc4-7523-4abd-9021-265f39b7290a,mainenlab,ibl_neuropixel_brainwide_01,8.0,ZM_1097,M,2018-10-23,CCU,2019-02-08,CA,ZM_1097,90.21317829457365,800.0,0.3980505000000676,13.272600346192222,-2.203311312358702,0.13276141474355346,0.10524455546630385,0.11900298510492865
131,f3acdbcd-7c95-4dc8-b13e-8310048000c5,danlab,ibl_neuropixel_brainwide_01,18.0,DY_002,M,2018-12-05,Berkeley,2019-05-02,restr,DY_002,91.19010819165379,392.6666666666667,0.5555990000000293,17.95810212387206,-10.698224385056932,0.035478815238142794,0.1271143052121942,0.08129656022516848
132,f498ba9d-d983-43fd-b8c1-b22ec919018e,angelakilab,ibl_neuropixel_brainwide_01,13.0,IBL-T2,F,2018-11-27,NYU,2019-02-25,CA,IBL-T2,91.65818921668361,1100.25,0.3746999999999616,13.457569243951308,1.4335443847610618,0.1172844606872161,0.04206919643905585,0.07967682856313597
133,f659a8e5-d32d-4805-b050-9b70f063a174,churchlandlab,ibl_neuropixel_brainwide_01,21.0,CSHL054,F,2019-08-13,CSHL,2019-12-13,CA,CSHL054,92.61213720316623,558.6666666666666,0.7015010000000075,18.21944404865509,4.276091919169394,0.01588365532211989,0.1382215758771192,0.07705261559961954
134,f7964cba-0846-4796-bcee-0b97d91b1326,mrsicflogellab,ibl_neuropixel_brainwide_01,47.0,IBL_001,F,2019-01-09,SWC,2019-06-25,restr,IBL_001,94.26751592356688,743.0,0.42190000000005057,11.095577767176731,-3.275376601061681,0.04597786036977773,0.1377130471602745,0.09184545376502612
135,fb3c491d-233c-4ee0-abfa-5ea0222cd080,mainenlab,ibl_neuropixel_brainwide_01,6.0,ZM_1086,M,2018-10-23,CCU,2019-01-30,CA,ZM_1086,86.24420401854714,857.3333333333334,0.4569509999997763,5.19577143588331,3.0107988763886637,0.12739740880329786,0.18192479814885765,0.15466110347607775
136,fb5e4b77-4057-4887-bf20-50f2459333eb,churchlandlab,ibl_neuropixel_brainwide_01,26.0,CSHL_012,F,2019-02-19,CSHL,2019-07-30,CA,CSHL_012,91.55555555555556,698.3333333333334,0.5784004999998729,15.119941018869993,-13.938228151361745,0.08421672631147424,0.07735661060071278,0.0807866684560935
137,fdfa9a26-75fd-49c4-a4ed-1768cfd861ca,danlab,ibl_neuropixel_brainwide_01,5.0,DY_009,M,2019-08-18,Berkeley,2019-11-28,restr,DY_009,94.76439790575915,442.3333333333333,0.8501020000001063,18.05910216184219,-11.298979336218085,0.019255800221616326,0.13423310345959402,0.07674445184060517
138,ffcd8c5e-fe0c-4d6d-8418-d9152f1746f1,mainenlab,ibl_neuropixel_brainwide_01,8.0,ZM_2240,M,2019-08-12,CCU,2019-11-29,CA,ZM_2240,91.42857142857143,787.3333333333334,0.42530100000021775,7.060674951671752,9.416954347590412,0.1581956769534574,0.09850994488475648,0.12835281091910694
